year,fund,recipient,location,artform,amount_awarded
2024,Arts Grant Funding,Banshee,Ireland,Literature (English language),75000
2024,Arts Grant Funding,Barnstorm Theatre Company Ltd,Ireland,Children and Young People's Arts,171000
2024,Arts Grant Funding,Birr Theatre & Arts Centre,Ireland,Arts Centres,40000
2024,Arts Grant Funding,Blue Teapot Theatre Company,Ireland,Participatory Arts,100000
2024,Arts Grant Funding,Branar Dramaiochta Teo,Ireland,Children and Young People's Arts,195000
2024,Arts Grant Funding,Bray Jazz Festival,Ireland,Music,75000
2024,Arts Grant Funding,Broken Talkers,Ireland,Theatre,258000
2024,Arts Grant Funding,Brú Theatre,Ireland,Theatre,100000
2024,Arts Grant Funding,Bullaun Press,Ireland,Literature (English language),30000
2024,Arts Grant Funding,Cairde Festival Ltd,Ireland,Festivals and Events,176000
2024,Arts Grant Funding,Callan Workhouse Union,Ireland,Participatory Arts,107000
2024,Arts Grant Funding,"Carrick, Eoghan",Ireland,Theatre,85000
2024,Arts Grant Funding,Centre For Creative Practices,Ireland,Participatory Arts,70000
2024,Arts Grant Funding,Ceol Connected,Ireland,Traditional Arts,100000
2024,Arts Grant Funding,Cill Rialaig Project Ltd,Ireland,Artists support,85000
2024,Arts Grant Funding,Circus Factory,Ireland,Circus,82525
2024,Arts Grant Funding,"Cleary, Cathal",Ireland,Theatre,145000
2024,Arts Grant Funding,Clifden Arts Society,Ireland,Music,12000
2024,Arts Grant Funding,Clifden Community Arts Week,Ireland,Festivals and Events,135000
2024,Arts Grant Funding,Clonmel Junction Festival,Ireland,Festivals and Events,150000
2024,Arts Grant Funding,Cloughjordan Circus Club,Ireland,Children and Young People's Arts,92831
2024,Arts Grant Funding,Comhar Teoranta,Ireland,Literature (Irish language),41064
2024,Arts Grant Funding,Common Ground,Ireland,Participatory Arts,115500
2024,Arts Grant Funding,Complex Productions Ltd,Ireland,Arts Centres,110000
2024,Arts Grant Funding,Con Brio,Ireland,Music,17000
2024,Arts Grant Funding,Cork Community Artlink Ltd,Ireland,Participatory Arts,70000
2024,Arts Grant Funding,Cork International Choral Festival,Ireland,Music,42000
2024,Arts Grant Funding,Cork Opera House,Ireland,Arts Centres,210000
2024,Arts Grant Funding,Cork Orchestral Society,Ireland,Music,44000
2024,Arts Grant Funding,Courthouse Arts Centre,Ireland,Arts Centres,60000
2024,Arts Grant Funding,Courthouse Studios and Gallery,Ireland,Visual Arts,30000
2024,Arts Grant Funding,Cracking Light Productions,Ireland,Children and Young People's Arts,71644
2024,Arts Grant Funding,Crannog Magazine,Ireland,Literature (English language),24000
2024,Arts Grant Funding,Croi Glan Integrated Dance,Ireland,Dance,50000
2024,Arts Grant Funding,Curlew Editions Ltd,Ireland,Literature (English language),45174
2024,Arts Grant Funding,"Curley, Paul",Ireland,Children and Young People's Arts,70000
2024,Arts Grant Funding,Custom House Studios Ltd,Ireland,Visual Arts,30000
2024,Arts Grant Funding,Dalen (Llyfrau) Cyf,Ireland,Literature (Irish language),41800
2024,Arts Grant Funding,Dalkey Book Festival,Ireland,Literature (English language),50000
2024,Arts Grant Funding,Dance Theatre of Ireland,Ireland,Participatory Arts,70000
2024,Arts Grant Funding,"Daniel, Selma",Ireland,Children and Young People's Arts,70000
2024,Arts Grant Funding,Dead Centre Theatre Company,Ireland,Theatre,116000
2024,Arts Grant Funding,Decadent Theatre Company,Ireland,Theatre,154000
2024,Arts Grant Funding,Dedalus Press,Ireland,Literature (English language),115000
2024,Arts Grant Funding,"Dias Garcia, Paula",Ireland,Literature (English language),17000
2024,Arts Grant Funding,Diatribe,Ireland,Music,25000
2024,Arts Grant Funding,Doire Press,Ireland,Literature (English language),88000
2024,Arts Grant Funding,Drogheda International Music Series,Ireland,Music,40000
2024,Arts Grant Funding,Dublin Book Festival,Ireland,Literature (English language),110000
2024,Arts Grant Funding,Dublin Circus Project,Ireland,Circus,33550
2024,Arts Grant Funding,Dublin Sound Lab,Ireland,Music,40000
2024,Arts Grant Funding,Dun Laoghaire Organ Festival,Ireland,Music,14000
2024,Arts Grant Funding,Ergodos,Ireland,Music,13000
2024,Arts Grant Funding,Evlana,Ireland,Music,40250
2024,Arts Grant Funding,Festival In A Van,Ireland,Participatory Arts,87000
2024,Arts Grant Funding,Finding A Voice,Ireland,Music,33000
2024,Arts Grant Funding,First Fortnight,Ireland,Festivals and Events,80000
2024,Arts Grant Funding,Fish Publishing,Ireland,Literature (English language),17000
2024,Arts Grant Funding,Four Rivers Theatre Company,Ireland,Theatre,205000
2024,Arts Grant Funding,Friars’ Gate Theatre & Arts,Ireland,Arts Centres,8150
2024,Arts Grant Funding,Futa Fata,Ireland,Literature (Irish language),48540
2024,Arts Grant Funding,"Gaden Gilmartin, Cassia",Ireland,Literature (English language),16500
2024,Arts Grant Funding,Galway Cathedral Recitals,Ireland,Music,5000
2024,Arts Grant Funding,Galway Dance Project,Ireland,Dance,65000
2024,Arts Grant Funding,Galway Theatre Festival,Ireland,Festivals and Events,40200
2024,Arts Grant Funding,Gare St Lazare Players Ireland,Ireland,Theatre,198000
2024,Arts Grant Funding,Goma Gallery Of Modern Art Waterford,Ireland,Visual Arts,60500
2024,Arts Grant Funding,Gorm Media,Ireland,Children and Young People's Arts,55000
2024,Arts Grant Funding,Graffiti Theatre Company Ltd,Ireland,Children and Young People's Arts,195000
2024,Arts Grant Funding,Greywood Arts,Ireland,Participatory Arts,23000
2024,Arts Grant Funding,HATCH Theatre Company,Ireland,Theatre,169000
2024,Arts Grant Funding,Historical Harp Society of Ireland,Ireland,Traditional Arts,70000
2024,Arts Grant Funding,Holy Show,Ireland,Literature (English language),24200
2024,Arts Grant Funding,Inishowen Carnival Group,Ireland,Spectacle,56461
2024,Arts Grant Funding,Interface,Ireland,Visual Arts,62000
2024,Arts Grant Funding,Ionad Cultúrtha,Ireland,Traditional Arts,50000
2024,Arts Grant Funding,Irish Arts Review,Ireland,Visual Arts,60000
2024,Arts Grant Funding,Irish Composers’ Collective,Ireland,Music,14000
2024,Arts Grant Funding,Irish Composition Summer School,Ireland,Music,8200
2024,Arts Grant Funding,Irish Pages,Ireland,Literature (English language),30800
2024,Arts Grant Funding,Irish Society Of Stage And Screen Designers,Ireland,Theatre,116000
2024,Arts Grant Funding,Irish Women In Jazz,Ireland,Music,9028
2024,Arts Grant Funding,Jazz Ireland,Ireland,Music,29000
2024,Arts Grant Funding,Junk Ensemble,Ireland,Dance,140000
2024,Arts Grant Funding,Kaleidoscope Night,Ireland,Music,39000
2024,Arts Grant Funding,"Kavanagh, Noeline",Ireland,Spectacle,63568
2024,Arts Grant Funding,"Keigher, Anthony",Ireland,Theatre,119000
2024,Arts Grant Funding,Kirkos,Ireland,Music,61000
2024,Arts Grant Funding,Landmark Productions,Ireland,Theatre,515000
2024,Arts Grant Funding,Leabhaircomhar,Ireland,Literature (Irish language),24585
2024,Arts Grant Funding,Leabhar Breac,Ireland,Literature (Irish language),25179
2024,Arts Grant Funding,Light Moves Festival Of Screendance,Ireland,Dance,45000
2024,Arts Grant Funding,Lilliput Press,Ireland,Literature (English language),120000
2024,Arts Grant Funding,Lismore Castle Arts,Ireland,Visual Arts,60500
2024,Arts Grant Funding,Lismore Music Festival,Ireland,Opera,186000
2024,Arts Grant Funding,Livia Records,Ireland,Music,35000
2024,Arts Grant Funding,Louth Contemporary Music Ltd,Ireland,Music,92000
2024,Arts Grant Funding,Luminosa Music,Ireland,Music,55000
2024,Arts Grant Funding,MART,Ireland,Visual Arts,85000
2024,Arts Grant Funding,"Mc Cague, Elaine",Ireland,Circus,21550
2024,Arts Grant Funding,Monkeyshine Theatre,Ireland,Children and Young People's Arts,120000
2024,Arts Grant Funding,Mother Tongues,Ireland,Children and Young People's Arts,45143
2024,Arts Grant Funding,Motion Impulse,Ireland,Circus,30075
2024,Arts Grant Funding,"Murphy, Orla",Ireland,Literature (English language),20000
2024,Arts Grant Funding,Museum Of Literature Ireland,Ireland,Literature (English language),58950
2024,Arts Grant Funding,Music for Galway,Ireland,Music,160000
2024,Arts Grant Funding,Music for Wexford,Ireland,Music,25000
2024,Arts Grant Funding,Music in Kilkenny,Ireland,Music,30000
2024,Arts Grant Funding,Musici Ireland,Ireland,Music,44425
2024,Arts Grant Funding,National Circus Festival of Ireland,Ireland,Circus,98032
2024,Arts Grant Funding,National String Quartet Foundation,Ireland,Music,70000
2024,Arts Grant Funding,Nenagh Arts Centre,Ireland,Arts Centres,30000
2024,Arts Grant Funding,New Island Books DAC,Ireland,Literature (English language),112200
2024,Arts Grant Funding,"Newell, Anna",Ireland,Children and Young People's Arts,200000
2024,Arts Grant Funding,"Nilsson Waller, Maria",Ireland,Dance,60000
2024,Arts Grant Funding,Now And Then Media Ltd.,Ireland,Music,12000
2024,Arts Grant Funding,Ormston House,Ireland,Visual Arts,140000
2024,Arts Grant Funding,Outlandish Theatre Platform,Ireland,Participatory Arts,107000
2024,Arts Grant Funding,Pallas Projects/Studios,Ireland,Visual Arts,204640
2024,Arts Grant Funding,Paper Lanterns,Ireland,Literature (English language),21036
2024,Arts Grant Funding,Paper Visual Art Journal,Ireland,Visual Arts,70000
2024,Arts Grant Funding,PhotoIreland Festival,Ireland,Visual Arts,200000
2024,Arts Grant Funding,Pipeworks Festival,Ireland,Music,52000
2024,Arts Grant Funding,Publishing Ireland,Ireland,Literature (English language),17000
2024,Arts Grant Funding,Resurgam,Ireland,Music,68000
2024,Arts Grant Funding,Run Of The Mill Arts Clg,Ireland,Participatory Arts,144000
2024,Arts Grant Funding,"Seifer, Dor",Ireland,Literature (English language),12000
2024,Arts Grant Funding,Skein Press,Ireland,Literature (English language),121000
2024,Arts Grant Funding,Sligo Jazz Project,Ireland,Music,62000
2024,Arts Grant Funding,Source,Ireland,Visual Arts,31500
2024,Arts Grant Funding,South Tipperary Arts Centre,Ireland,Arts Centres,65000
2024,Arts Grant Funding,St John’s Arts Centre,Ireland,Arts Centres,70000
2024,Arts Grant Funding,St. Patrick’s Festival,Ireland,Traditional Arts,60000
2024,Arts Grant Funding,Stiúideo Cuan,Ireland,Traditional Arts,60000
2024,Arts Grant Funding,"Strain, Kate",Ireland,Visual Arts,55000
2024,Arts Grant Funding,Sundays at Noon / Gallery Music,Ireland,Music,28500
2024,Arts Grant Funding,Super Paua,Ireland,Children and Young People's Arts,85543
2024,Arts Grant Funding,Symphony Club of Waterford,Ireland,Music,13000
2024,Arts Grant Funding,"Szczerek, Mateusz",Ireland,Dance,60000
2024,Arts Grant Funding,Taking Flight: Education & Performance Ltd.,Ireland,Circus,66500
2024,Arts Grant Funding,Tallaght Community Arts,Ireland,Participatory Arts,110000
2024,Arts Grant Funding,The Ballinglen Arts Foundation,Ireland,Visual Arts,63000
2024,Arts Grant Funding,The Dublin Jazz Co-op,Ireland,Music,18000
2024,Arts Grant Funding,The Gallery Press,Ireland,Literature (English language),180000
2024,Arts Grant Funding,The Galway Music Residency,Ireland,Music,74000
2024,Arts Grant Funding,The Glens Centre,Ireland,Arts Centres,51000
2024,Arts Grant Funding,The Journal of Music,Ireland,Music,75000
2024,Arts Grant Funding,The Limerick Theatre And Performance Hub,Ireland,Participatory Arts,65000
2024,Arts Grant Funding,The Mill Theatre,Ireland,Arts Centres,40000
2024,Arts Grant Funding,The O’Brien Press,Ireland,Literature (English language),85800
2024,Arts Grant Funding,The Seamus Ennis Cultural Centre,Ireland,Traditional Arts,103000
2024,Arts Grant Funding,Theatre Lovett,Ireland,Children and Young People's Arts,195000
2024,Arts Grant Funding,THISISPOPBABY,Ireland,Theatre,312000
2024,Arts Grant Funding,Tipperary Dance,Ireland,Dance,120000
2024,Arts Grant Funding,Tolka Journal,Ireland,Literature (English language),57883
2024,Arts Grant Funding,Traders in the Area Supporting the Cultural Quarter Ltd,Ireland,Festivals and Events,101000
2024,Arts Grant Funding,Tramp Press,Ireland,Literature (English language),115000
2024,Arts Grant Funding,Tulca,Ireland,Visual Arts,130000
2024,Arts Grant Funding,Twisted Lane Productions,Ireland,Spectacle,39739
2024,Arts Grant Funding,Type,Ireland,Architecture,25000
2024,Arts Grant Funding,Upstate Theatre Project,Ireland,Participatory Arts,85500
2024,Arts Grant Funding,Veritas,Ireland,Literature (English language),22000
2024,Arts Grant Funding,Waterford Music,Ireland,Music,13272
2024,Arts Grant Funding,Waterford Youth Arts,Ireland,Children and Young People's Arts,130000
2024,Arts Grant Funding,Westport Jazz,Ireland,Music,9750
2024,Arts Grant Funding,WhistleBlast Quartet,Ireland,Children and Young People's Arts,130000
2024,Arts Grant Funding,Wordwell Ltd,Ireland,Literature (English language),55000
2024,Arts Grant Funding,"Young, Catherine",Ireland,Dance,140000
2024,Arts Grant Funding,Ériu,Ireland,Traditional Arts,70000
2024,Arts Grant Funding,Ó Bhéal,Ireland,Literature (English language),13200
2024,Festivals Investment Scheme,Aliceway Ltd T/a Bandit Films,Leitrim County Council,Film,7500
2024,Festivals Investment Scheme,All My Friends,Dublin City Council,Multidisciplinary Arts,5000
2024,Festivals Investment Scheme,Alliance Francaise,Dublin City Council,Literature (English language),6000
2024,Festivals Investment Scheme,Alliance Francaise de Cork,Cork City Council,Film,7150
2024,Festivals Investment Scheme,Alternative Entertainments,South Dublin County Council,Children and Young People's Arts,9998
2024,Festivals Investment Scheme,An Goilin Traditional Singers Club,Dublin City Council,Traditional Arts,7189
2024,Festivals Investment Scheme,Ballydehob Jazz Festival,Cork City Council,Multidisciplinary Arts,25000
2024,Festivals Investment Scheme,Ballyhoura Comhaltas Ceoltoiri Eireann,Limerick City and County Council,Traditional Arts,10000
2024,Festivals Investment Scheme,Barnstorm Theatre Company Ltd,Kilkenny County Council,Children and Young People's Arts,10000
2024,Festivals Investment Scheme,Bere Island Arts Festival,Cork County Council,Multidisciplinary Arts,5000
2024,Festivals Investment Scheme,BETA Festival,Dublin City Council,Multidisciplinary Arts,5000
2024,Festivals Investment Scheme,Birr Festival Of Music & Voice,Offaly County Council,Music,21000
2024,Festivals Investment Scheme,Birr Vintage Week and Arts Festival,Offaly County Council,Multidisciplinary Arts,39031
2024,Festivals Investment Scheme,Blood in the Alley Productions,Cork County Council,Theatre,40000
2024,Festivals Investment Scheme,Borris Festival of Writing and Ideas,Carlow County Council,Literature (English language),23000
2024,Festivals Investment Scheme,Boyle Arts Festival,Roscommon County Council,Multidisciplinary Arts,30000
2024,Festivals Investment Scheme,Boyne Music Festival,Louth County Council,Music,13917
2024,Festivals Investment Scheme,Bród Na Gaeltachta,Donegal County Council,Multidisciplinary Arts,5000
2024,Festivals Investment Scheme,Cackle Mgmt,Dublin City Council,Multidisciplinary Arts,35000
2024,Festivals Investment Scheme,Cairde na Cruite,Louth County Council,Traditional Arts,15000
2024,Festivals Investment Scheme,Cape Clear International Storytelling Festival,Cork County Council,Traditional Arts,5000
2024,Festivals Investment Scheme,Carrickmacross Comhaltas,Monaghan County Council,Traditional Arts,8676
2024,Festivals Investment Scheme,Cashel Arts Festival,South Tipperary County Council,Multidisciplinary Arts,15000
2024,Festivals Investment Scheme,Castleconnell-Ahane-herbertstown,Limerick City and County Council,Traditional Arts,4311
2024,Festivals Investment Scheme,Cavan Arts Festival,Cavan County Council,Multidisciplinary Arts,26447
2024,Festivals Investment Scheme,Ceol na gCruach,Donegal County Council,Traditional Arts,9450
